seed=0l; %0=95.000000; %1=90.250000; %2=85.737503
iteration,% infected sim 0,% infected sim 1,% infected sim 2
803,0.323000,0.686000,0.934000
804,0.324000,0.688000,0.934000
805,0.324000,0.689000,0.934000
806,0.325000,0.689000,0.934000
807,0.327000,0.690000,0.934000
808,0.328000,0.690000,0.935000
809,0.330000,0.691000,0.935000
810,0.330000,0.692000,0.935000
811,0.332000,0.694000,0.935000
812,0.333000,0.695000,0.936000
813,0.333000,0.696000,0.937000
814,0.334000,0.696000,0.937000
815,0.336000,0.697000,0.937000
816,0.336000,0.697000,0.938000
817,0.340000,0.698000,0.938000
818,0.342000,0.698000,0.938000
819,0.342000,0.701000,0.938000
820,0.344000,0.704000,0.938000
821,0.348000,0.705000,0.939000
822,0.351000,0.707000,0.939000
823,0.351000,0.708000,0.940000
824,0.351000,0.709000,0.940000
825,0.351000,0.711000,0.940000
826,0.352000,0.711000,0.940000
827,0.352000,0.712000,0.940000
828,0.353000,0.712000,0.940000
829,0.354000,0.713000,0.940000
830,0.354000,0.715000,0.940000
831,0.354000,0.717000,0.940000
832,0.355000,0.718000,0.941000
833,0.355000,0.719000,0.942000
834,0.355000,0.719000,0.942000
835,0.356000,0.722000,0.942000
836,0.357000,0.724000,0.943000
837,0.363000,0.725000,0.943000
838,0.363000,0.726000,0.944000
839,0.364000,0.728000,0.944000
840,0.364000,0.729000,0.944000
841,0.364000,0.733000,0.945000
842,0.364000,0.733000,0.945000
843,0.364000,0.733000,0.945000
844,0.364000,0.734000,0.945000
845,0.364000,0.735000,0.945000
846,0.364000,0.735000,0.945000
847,0.365000,0.736000,0.946000
848,0.366000,0.737000,0.946000
849,0.366000,0.739000,0.946000
850,0.367000,0.740000,0.948000
851,0.367000,0.741000,0.948000
852,0.367000,0.742000,0.948000
853,0.367000,0.742000,0.949000
854,0.368000,0.743000,0.951000
855,0.370000,0.744000,0.951000
856,0.370000,0.745000,0.951000
857,0.372000,0.746000,0.951000
858,0.373000,0.748000,0.951000
859,0.374000,0.749000,0.951000
860,0.374000,0.752000,0.951000
861,0.376000,0.755000,0.952000
862,0.378000,0.755000,0.952000
863,0.380000,0.755000,0.952000
864,0.381000,0.756000,0.952000
865,0.381000,0.756000,0.952000
866,0.383000,0.758000,0.952000
867,0.383000,0.758000,0.952000
868,0.384000,0.758000,0.953000
869,0.385000,0.759000,0.953000
870,0.387000,0.759000,0.953000
871,0.387000,0.761000,0.953000
872,0.387000,0.761000,0.954000
873,0.388000,0.761000,0.955000
874,0.389000,0.762000,0.956000
875,0.391000,0.764000,0.956000
876,0.391000,0.765000,0.956000
877,0.393000,0.766000,0.956000
878,0.394000,0.766000,0.956000
879,0.396000,0.769000,0.956000
880,0.396000,0.771000,0.956000
881,0.397000,0.774000,0.956000
882,0.398000,0.775000,0.957000
883,0.399000,0.775000,0.957000
884,0.401000,0.778000,0.957000
885,0.403000,0.779000,0.957000
886,0.405000,0.779000,0.957000
887,0.405000,0.779000,0.957000
888,0.406000,0.779000,0.958000
889,0.407000,0.779000,0.958000
890,0.407000,0.779000,0.958000
891,0.407000,0.779000,0.958000
892,0.409000,0.779000,0.958000
893,0.412000,0.779000,0.958000
894,0.415000,0.780000,0.958000
895,0.415000,0.781000,0.958000
896,0.415000,0.783000,0.958000
897,0.415000,0.783000,0.958000
898,0.418000,0.783000,0.958000
899,0.418000,0.783000,0.958000
900,0.419000,0.783000,0.958000
901,0.420000,0.784000,0.958000
902,0.422000,0.784000,0.958000
903,0.422000,0.785000,0.958000
904,0.424000,0.785000,0.959000
905,0.429000,0.785000,0.959000
906,0.430000,0.787000,0.959000
907,0.432000,0.791000,0.959000
908,0.435000,0.792000,0.959000
909,0.436000,0.796000,0.959000
910,0.436000,0.797000,0.959000
911,0.438000,0.801000,0.959000
912,0.440000,0.801000,0.959000
913,0.441000,0.801000,0.959000
914,0.444000,0.802000,0.960000
915,0.447000,0.802000,0.960000
916,0.447000,0.802000,0.960000
917,0.447000,0.802000,0.961000
918,0.448000,0.802000,0.963000
919,0.449000,0.802000,0.964000
920,0.449000,0.804000,0.964000
921,0.449000,0.805000,0.965000
922,0.449000,0.807000,0.965000
923,0.449000,0.808000,0.965000
924,0.449000,0.810000,0.965
