Hostname;Offset;Delay;rootDispersion
stratum2-4.NTP.TechFak.Uni-Bielefeld.DE;0.004356;0.007563;0.000065
stratum2-4.NTP.TechFak.Uni-Bielefeld.DE;0.005524;0.008780;0.000025
stratum2-4.NTP.TechFak.Uni-Bielefeld.DE;0.003228;0.006478;0.000051
stratum2-4.NTP.TechFak.Uni-Bielefeld.DE;0.004033;0.005764;0.000012
stratum2-4.NTP.TechFak.Uni-Bielefeld.DE;0.004562;0.006435;0.000022
stratum2-4.NTP.TechFak.Uni-Bielefeld.DE;0.002905;0.004460;0.000048
stratum2-4.NTP.TechFak.Uni-Bielefeld.DE;0.004582;0.006303;0.000009
stratum2-4.NTP.TechFak.Uni-Bielefeld.DE;0.003435;0.006526;0.000035
stratum2-4.NTP.TechFak.Uni-Bielefeld.DE;0.004945;0.008471;0.000061
stratum2-4.NTP.TechFak.Uni-Bielefeld.DE;0.005501;0.007039;0.000021
stratum2-4.NTP.TechFak.Uni-Bielefeld.DE;0.003578;0.006535;0.000047
stratum2-4.NTP.TechFak.Uni-Bielefeld.DE;0.005716;0.006932;0.000008
stratum2-4.NTP.TechFak.Uni-Bielefeld.DE;0.002986;0.005599;0.000034
stratum2-4.NTP.TechFak.Uni-Bielefeld.DE;0.003740;0.006544;0.000060
stratum2-4.NTP.TechFak.Uni-Bielefeld.DE;0.004669;0.006773;0.000005
stratum2-4.NTP.TechFak.Uni-Bielefeld.DE;0.003739;0.005036;0.000031
stratum2-4.NTP.TechFak.Uni-Bielefeld.DE;0.005823;0.007036;0.000057
stratum2-4.NTP.TechFak.Uni-Bielefeld.DE;0.004319;0.006976;0.000018
stratum2-4.NTP.TechFak.Uni-Bielefeld.DE;0.003862;0.005068;0.000044
stratum2-4.NTP.TechFak.Uni-Bielefeld.DE;0.004269;0.007138;0.000004
stratum2-4.NTP.TechFak.Uni-Bielefeld.DE;0.004625;0.005762;0.000030
stratum2-4.NTP.TechFak.Uni-Bielefeld.DE;0.003915;0.005001;0.000056
stratum2-4.NTP.TechFak.Uni-Bielefeld.DE;0.003734;0.004656;0.000017
stratum2-4.NTP.TechFak.Uni-Bielefeld.DE;0.003688;0.005057;0.000043
stratum2-4.NTP.TechFak.Uni-Bielefeld.DE;0.005208;0.006293;0.000019
stratum2-4.NTP.TechFak.Uni-Bielefeld.DE;0.003828;0.006243;0.000045
stratum2-4.NTP.TechFak.Uni-Bielefeld.DE;0.005469;0.006484;0.000056
stratum2-4.NTP.TechFak.Uni-Bielefeld.DE;0.006074;0.006873;0.000016
stratum2-4.NTP.TechFak.Uni-Bielefeld.DE;0.003381;0.005731;0.000042
stratum2-4.NTP.TechFak.Uni-Bielefeld.DE;0.005283;0.006487;0.000003
