Hostname;RequestNumber;rootDispersion;DispOver8Req;Delay;Offset
2.de.pool.ntp.org;0;0.000045;0.005376;0.026874;1.069219
2.de.pool.ntp.org;1;0.000000;0.000000;0.000000;0.000000
2.de.pool.ntp.org;2;0.000000;0.000000;0.000000;0.000000
2.de.pool.ntp.org;3;0.000000;0.000000;0.000000;0.000000
2.de.pool.ntp.org;4;0.000000;0.000000;0.000000;0.000000
2.de.pool.ntp.org;5;0.000000;0.000000;0.000000;0.000000
2.de.pool.ntp.org;6;0.000000;0.000000;0.000000;0.000000
2.de.pool.ntp.org;7;0.000000;0.000000;0.000000;0.000000
2.de.pool.ntp.org;8;0.000000;0.000000;0.000000;0.000000
2.de.pool.ntp.org;9;0.000000;0.000000;0.000000;0.000000
2.de.pool.ntp.org;10;0.000000;0.000000;0.000000;0.000000
2.de.pool.ntp.org;11;0.000000;0.000000;0.000000;0.000000
2.de.pool.ntp.org;12;140418.968717;140418.970962;0.000000;140418.968755
2.de.pool.ntp.org;13;0.000000;0.000000;0.000000;140418.972911
2.de.pool.ntp.org;14;140418.972910;0.000000;0.000000;0.000000
2.de.pool.ntp.org;15;0.000000;0.000000;0.000000;0.000000
2.de.pool.ntp.org;16;0.000000;0.000000;0.000000;140418.968776
2.de.pool.ntp.org;17;0.000000;0.000000;281470.681751;0.000000
2.de.pool.ntp.org;18;1591757567.562486;1878865256.474740;18374967972.188858;0.000000
2.de.pool.ntp.org;19;0.000000;0.000000;0.000000;0.000000
